Region,Council,Ward,Total_Pop,Male_Pop,Female_Pop
ARUSHA,ARUSHA CITY COUNCIL,Baraa,18331,8408,9923
ARUSHA,ARUSHA CITY COUNCIL,Oloirien,22926,10775,12151
ARUSHA,ARUSHA CITY COUNCIL,Moshono,26890,12450,14440
ARUSHA,ARUSHA CITY COUNCIL,Moivaro,12215,5720,6495
ARUSHA,ARUSHA CITY COUNCIL,Lemara,26884,12870,14014
ARUSHA,ARUSHA CITY COUNCIL,Terrat,20524,9646,10878
ARUSHA,ARUSHA CITY COUNCIL,Sokon I,93037,44277,48760
ARUSHA,ARUSHA CITY COUNCIL,Sombetini,28111,13333,14778
ARUSHA,ARUSHA CITY COUNCIL,Engutoto,12759,6619,6140
ARUSHA,ARUSHA CITY COUNCIL,Elerai,19502,9372,10130
ARUSHA,ARUSHA CITY COUNCIL,Olasiti,53557,24950,28607
ARUSHA,ARUSHA CITY COUNCIL,Muriet,60209,28001,32208
ARUSHA,ARUSHA CITY COUNCIL,Olmoti,14132,6749,7383
ARUSHA,ARUSHA CITY COUNCIL,Sakina,19172,9171,10001
ARUSHA,ARUSHA CITY COUNCIL,Osunyai Jr,29507,13769,15738
ARUSHA,ARUSHA CITY COUNCIL,Sinoni,58542,27966,30576
KILIMANJARO,Rombo District Council,Motamburu Kitendeni,4793,2487,2306
KILIMANJARO,Rombo District Council,Tarakea Motamburu,27019,13315,13704
KILIMANJARO,Rombo District Council,Nanjara,21881,10711,11170
KILIMANJARO,Rombo District Council,Reha,7898,3771,4127
KILIMANJARO,Rombo District Council,Ubetu Kahe,20954,10033,10921
KILIMANJARO,Rombo District Council,Kitirima,12751,6151,6600
KILIMANJARO,Rombo District Council,Kingachi,8266,4028,4238
KILIMANJARO,Rombo District Council,Kirongo Samanga,15327,7344,7983
KILIMANJARO,Rombo District Council,Olele,6256,2918,3338
KILIMANJARO,Rombo District Council,Marangu Kitowo,7539,3551,3988
KILIMANJARO,Rombo District Council,Kisale Msaranga,9481,4497,4984
KILIMANJARO,Rombo District Council,Katangara/Mrere,10912,5310,5602
KILIMANJARO,Rombo District Council,Kirwa Keni,7330,3530,3800
KILIMANJARO,Rombo District Council,Mrao Keryo,7127,3356,3771
KILIMANJARO,Rombo District Council,Ushiri/Ikuini,8859,4089,4770
KILIMANJARO,Rombo District Council,Kelamfua/Mokala,13945,6602,7343
KILIMANJARO,Rombo District Council,Makiidi,8735,4156,4579
KILIMANJARO,Rombo District Council,Shimbi,5502,2635,2867
KILIMANJARO,Rombo District Council,Shimbi Kwandele,9435,4588,4847
KILIMANJARO,Rombo District Council,Aleni,10178,5049,5129
KILIMANJARO,Rombo District Council,Mengeni,8567,4124,4443
KILIMANJARO,Rombo District Council,Manda,3634,1768,1866
KILIMANJARO,Rombo District Council,Mengwe,4771,2312,2459
KILIMANJARO,Rombo District Council,Ngoyoni,4042,1924,2118
KILIMANJARO,Rombo District Council,Mamsera,4836,2355,2481
KILIMANJARO,Rombo District Council,Chala,5856,2966,2890
KILIMANJARO,Rombo District Council,Holili,10932,5491,5441
KILIMANJARO,Rombo District Council,Mahida,8488,4197,4291
KILIMANJARO,Mwanga District Council,Kighare,5155,2475,2680
KILIMANJARO,Mwanga District Council,Kirongwe,4559,2193,2366
KILIMANJARO,Mwanga District Council,Chomvu,7352,3496,3856
KILIMANJARO,Mwanga District Council,Mwaniko,7272,3515,3757
KILIMANJARO,Mwanga District Council,Msangeni,6661,3239,3422
KILIMANJARO,Mwanga District Council,Kifula,7827,3816,4011
KILIMANJARO,Mwanga District Council,Shighatini,7016,3468,3548
KILIMANJARO,Mwanga District Council,Kivisini,2106,1118,988
KILIMANJARO,Mwanga District Council,Jipe,3222,1713,1509
KILIMANJARO,Mwanga District Council,Kigonigoni,3325,1675,1650
KILIMANJARO,Mwanga District Council,Toloha,3904,1901,2003
KILIMANJARO,Mwanga District Council,Kwakoa,4359,2116,2243
KILIMANJARO,Mwanga District Council,Mgagao,8904,4294,4610
KILIMANJARO,Mwanga District Council,Kirya,5808,2833,2975
KILIMANJARO,Mwanga District Council,Kilomeni,3909,1894,2015
KILIMANJARO,Mwanga District Council,Lembeni,13601,6518,7083
KILIMANJARO,Mwanga District Council,Ngujini,2974,1443,1531
KILIMANJARO,Mwanga District Council,Kileo,17784,8767,9017
KILIMANJARO,Mwanga District Council,Lang'ata,9830,4771,5059
KILIMANJARO,Mwanga District Council,Mwanga,23195,10912,12283
KILIMANJARO,Same District Council,Ruvu,19105,9702,9403
KILIMANJARO,Same District Council,Njoro,5538,2580,2958
KILIMANJARO,Same District Council,Vumari,6117,3193,2924
KILIMANJARO,Same District Council,Stesheni,9065,4235,4830
KILIMANJARO,Same District Council,Same,10220,4854,5366
KILIMANJARO,Same District Council,Kisima,15037,7094,7943
KILIMANJARO,Same District Council,Kisiwani,10738,5223,5515
KILIMANJARO,Same District Council,Bangalala,4607,2288,2319
KILIMANJARO,Same District Council,Mwembe,6910,3371,3539
KILIMANJARO,Same District Council,Mhezi,4618,2356,2262
KILIMANJARO,Same District Council,Mshewa,5471,2716,2755
KILIMANJARO,Same District Council,Msindo,5810,2892,2918
KILIMANJARO,Same District Council,Vudee,6114,3050,3064
KILIMANJARO,Same District Council,Hedaru,22972,10853,12119
KILIMANJARO,Same District Council,Gavao-Saweni,3557,1699,1858
KILIMANJARO,Same District Council,Mabilioni,5854,2983,2871
KILIMANJARO,Same District Council,Makanya,12980,6578,6402
KILIMANJARO,Same District Council,Suji,4681,2285,2396
KILIMANJARO,Same District Council,Tae,3935,1942,1993
KILIMANJARO,Same District Council,Chome,5624,2793,2831
KILIMANJARO,Same District Council,Vuje,10828,5407,5421
KILIMANJARO,Same District Council,Bombo,5089,2471,2618
KILIMANJARO,Same District Council,Mtii,5051,2489,2562
KILIMANJARO,Same District Council,Lugulu,6449,3159,3290
KILIMANJARO,Same District Council,Maore,19129,9275,9854
KILIMANJARO,Same District Council,Kalemawe,5383,2747,2636
KILIMANJARO,Same District Council,Kihurio,10249,5021,5228
KILIMANJARO,Same District Council,Bendera,5565,2720,2845
KILIMANJARO,Same District Council,Ndungu,16436,7883,8553
KILIMANJARO,Same District Council,Vunta,7838,3812,4026
KILIMANJARO,Same District Council,Kirangare,5207,2539,2668
KILIMANJARO,Same District Council,Myamba,14360,7166,7194
KILIMANJARO,Same District Council,Mpinji,10096,5164,4932
KILIMANJARO,Same District Council,Bwambo,9670,4753,4917
KILIMANJARO,Moshi Municipal Council,Mfumuni,4029,1944,2085
KILIMANJARO,Moshi Municipal Council,Kiusa,2998,1514,1484
KILIMANJARO,Moshi Municipal Council,Korongoni,5671,2803,2868
KILIMANJARO,Moshi Municipal Council,Soweto,15219,6866,8353
KILIMANJARO,Moshi Municipal Council,Shirimatunda,8165,3953,4212
KILIMANJARO,Moshi Municipal Council,Karanga,11709,6628,5081
KILIMANJARO,Moshi Municipal Council,Longuo ‘B’,8944,4231,4713
KILIMANJARO,Moshi Municipal Council,Rau,11745,5657,6088
KILIMANJARO,Moshi Municipal Council,Bomambuzi,20326,9710,10616
KILIMANJARO,Moshi Municipal Council,Majengo,7385,3529,3856
KILIMANJARO,Moshi Municipal Council,Mawenzi,1540,803,737
KILIMANJARO,Moshi Municipal Council,Bondeni,2712,1514,1198
KILIMANJARO,Moshi Municipal Council,Kiborloni,9202,4237,4965
KILIMANJARO,Moshi Municipal Council,Ng'ambo,12482,5754,6728
KILIMANJARO,Moshi Municipal Council,Msaranga,13138,6272,6866
KILIMANJARO,Moshi Municipal Council,Mji Mpya,16582,7951,8631
KILIMANJARO,Moshi Municipal Council,Miembeni,18508,8804,9704
KILIMANJARO,Moshi Municipal Council,Njoro,15511,7739,7772
KILIMANJARO,Moshi Municipal Council,Kaloleni,8264,4094,4170
KILIMANJARO,Moshi Municipal Council,Pasua,18851,9257,9594
KILIMANJARO,Moshi District Council,Kindi,34045,16413,17632
KILIMANJARO,Moshi District Council,Kibosho Magharibi,19129,9161,9968
KILIMANJARO,Moshi District Council,Kibosho Okaoni,9772,4601,5171
KILIMANJARO,Moshi District Council,Kibosho Kati,9539,4466,5073
KILIMANJARO,Moshi District Council,Kibosho Kirima,11192,5298,5894
KILIMANJARO,Moshi District Council,Kibosho Mashariki,13996,7634,6362
KILIMANJARO,Moshi District Council,Uru Kusini,31557,15467,16090
KILIMANJARO,Moshi District Council,Uru Kaskazini,10817,5269,5548
KILIMANJARO,Moshi District Council,Uru Shimbwe,5218,2513,2705
KILIMANJARO,Moshi District Council,Uru Mashariki,14179,6806,7373
KILIMANJARO,Moshi District Council,Mbokomu,15899,7656,8243
KILIMANJARO,Moshi District Council,Old Moshi Magharibi,8431,4107,4324
KILIMANJARO,Moshi District Council,Old Moshi Mashariki,10502,5110,5392
KILIMANJARO,Moshi District Council,Kimochi,16046,7592,8454
KILIMANJARO,Moshi District Council,Arusha Chini,13977,7115,6862
KILIMANJARO,Moshi District Council,Mabogini,57231,28038,29193
KILIMANJARO,Moshi District Council,Kirua Vunjo Magharibi,11785,5729,6056
KILIMANJARO,Moshi District Council,Kilema Kaskazini,7785,3771,4014
KILIMANJARO,Moshi District Council,Kilema Kati,5019,2456,2563
KILIMANJARO,Moshi District Council,Kahe Mashariki,16286,8367,7919
KILIMANJARO,Moshi District Council,Kahe Magharibi,24466,12436,12030
KILIMANJARO,Moshi District Council,Kirua Vunjo Kusini,27495,13135,14360
KILIMANJARO,Moshi District Council,Kirua Vunjo Mashariki,7722,3821,3901
KILIMANJARO,Moshi District Council,Kilema Kusini,7815,3834,3981
KILIMANJARO,Moshi District Council,Njia Panda,24778,11800,12978
KILIMANJARO,Moshi District Council,Marangu Magharibi,16775,8047,8728
KILIMANJARO,Moshi District Council,Marangu Mashariki,22981,11415,11566
KILIMANJARO,Moshi District Council,Mamba Kusini,9271,4586,4685
KILIMANJARO,Moshi District Council,Mamba Kaskazini,8231,3976,4255
KILIMANJARO,Moshi District Council,Mwika Kaskazini,19934,9916,10018
KILIMANJARO,Moshi District Council,Mwika Kusini,19509,9529,9980
KILIMANJARO,Moshi District Council,Makuyuni,24421,11886,12535
KILIMANJARO,Hai District Council,Machame Uroki,9761,4856,4905
KILIMANJARO,Hai District Council,Machame Magharibi,4827,2329,2498
KILIMANJARO,Hai District Council,Machame Kaskazini,24151,11969,12182
KILIMANJARO,Hai District Council,Machame Mashariki,11985,5852,6133
KILIMANJARO,Hai District Council,Machame Narumu,11031,5331,5700
KILIMANJARO,Hai District Council,Mnadani,20327,10051,10276
KILIMANJARO,Hai District Council,Weruweru,9426,4817,4609
KILIMANJARO,Hai District Council,Masama Magharibi,9646,4679,4967
KILIMANJARO,Hai District Council,Masama Kati,10298,5033,5265
KILIMANJARO,Hai District Council,Masama Mashariki,12904,6321,6583
KILIMANJARO,Hai District Council,Masama Rundugai,16475,8339,8136
KILIMANJARO,Hai District Council,KIA,12732,6096,6636
KILIMANJARO,Hai District Council,Muungano,19655,9127,10528
KILIMANJARO,Hai District Council,Bondeni,16182,7683,8499
KILIMANJARO,Hai District Council,Bomang'ombe,17883,8305,9578
KILIMANJARO,Hai District Council,Masama Kusini,18524,9063,9461
KILIMANJARO,Hai District Council,Romu,15192,7372,7820
KILIMANJARO,Siha District Council,Miti Mirefu,1989,982,1007
KILIMANJARO,Siha District Council,Ndumeti,12345,6171,6174
KILIMANJARO,Siha District Council,Ngarenairobi,13794,6810,6984
KILIMANJARO,Siha District Council,Karansi,13816,6593,7223
KILIMANJARO,Siha District Council,Gararagua,11815,5629,6186
KILIMANJARO,Siha District Council,Sanya Juu,14293,6819,7474
KILIMANJARO,Siha District Council,Livishi,5198,2561,2637
KILIMANJARO,Siha District Council,Nasai,8594,4096,4498
KILIMANJARO,Siha District Council,Kirua,6626,3169,3457
KILIMANJARO,Siha District Council,Ivaeny,3611,1781,1830
KILIMANJARO,Siha District Council,Kashashi,5573,2762,2811
KILIMANJARO,Siha District Council,Ormelili,7174,3393,3781
KILIMANJARO,Siha District Council,Olkolili,5100,2377,2723
KILIMANJARO,Siha District Council,Donyomurwak,9840,4724,5116
KILIMANJARO,Siha District Council,Songu,2644,1371,1273
KILIMANJARO,Siha District Council,Biriri,5179,2542,2637
KILIMANJARO,Siha District Council,Makiwaru,11428,5513,5915
TANGA,Lushoto District Council,Lushoto,21870,10349,11521
TANGA,Lushoto District Council,Magamba,12169,5851,6318
TANGA,Lushoto District Council,Kwai,6990,3283,3707
TANGA,Lushoto District Council,Migambo,6447,3045,3402
TANGA,Lushoto District Council,Gare,12776,5967,6809
TANGA,Lushoto District Council,Kwemashai,5488,2652,2836
TANGA,Lushoto District Council,Ngulwi,6148,2878,3270
TANGA,Lushoto District Council,Ubiri,6750,3161,3589
TANGA,Lushoto District Council,Ngwelo,4589,2046,2543
TANGA,Lushoto District Council,Kilole,5983,2690,3293
TANGA,Lushoto District Council,Mlola,9897,4399,5498
TANGA,Lushoto District Council,Makanya,13413,6124,7289
TANGA,Lushoto District Council,Malibwi,10583,4565,6018
TANGA,Lushoto District Council,Mbwei,8524,3718,4806
TANGA,Lushoto District Council,Kwekanga,11859,5225,6634
TANGA,Lushoto District Council,Rangwi,14540,6521,8019
TANGA,Lushoto District Council,Sunga,10266,4306,5960
TANGA,Lushoto District Council,Mbaru,8523,3688,4835
TANGA,Lushoto District Council,Mtae,4525,1965,2560
TANGA,Lushoto District Council,Shagayu,7251,3164,4087
TANGA,Lushoto District Council,Mbaramo,13013,6166,6847
TANGA,Lushoto District Council,Mnazi,14182,6891,7291
TANGA,Lushoto District Council,Lunguza,10424,5015,5409
TANGA,Lushoto District Council,Mng'aro,9389,4639,4750
TANGA,Lushoto District Council,Shume,13288,6212,7076
TANGA,Lushoto District Council,Lukozi,15991,7506,8485
TANGA,Lushoto District Council,Malindi,18438,8286,10152
TANGA,Lushoto District Council,Mwangoi,10752,4783,5969
TANGA,Lushoto District Council,Dule ‘M’,7550,3418,4132
TANGA,Lushoto District Council,Manolo,25519,11698,13821
TANGA,Lushoto District Council,Mlalo,7589,3419,4170
TANGA,Lushoto District Council,Kwemshasha,7748,3367,4381
TANGA,Lushoto District Council,Hemtoye,8484,3818,4666
TANGA,Bumbuli District Council,Baga,8777,4258,4519
TANGA,Bumbuli District Council,Mgwashi,13450,6417,7033
TANGA,Bumbuli District Council,Nkongoi,10280,4928,5352
TANGA,Bumbuli District Council,Kwemkomole,4608,2208,2400
TANGA,Bumbuli District Council,Bumbuli,9917,4707,5210
TANGA,Bumbuli District Council,"Dule ""B""",7949,3769,4180
TANGA,Bumbuli District Council,Kisiwani,6504,3092,3412
TANGA,Bumbuli District Council,Mamba,11049,5208,5841
TANGA,Bumbuli District Council,Milingano,8749,4307,4442
TANGA,Bumbuli District Council,Mayo,5187,2535,2652
TANGA,Bumbuli District Council,Mahezangulu,8683,4111,4572
TANGA,Bumbuli District Council,Tamota,7951,3787,4164
TANGA,Bumbuli District Council,Funta,9341,4342,4999
TANGA,Bumbuli District Council,Soni,13747,6395,7352
TANGA,Bumbuli District Council,Mbuzii,6213,2911,3302
TANGA,Bumbuli District Council,Mponde,10205,4933,5272
TANGA,Bumbuli District Council,Usambara,5353,2638,2715
TANGA,Bumbuli District Council,Vuga,11410,5577,5833
TANGA,Korogwe District Council,Makuyuni,10393,4940,5453
TANGA,Korogwe District Council,Chekelei,9778,4710,5068
TANGA,Korogwe District Council,Mombo,24280,11479,12801
TANGA,Korogwe District Council,Mkalamo,12281,5922,6359
TANGA,Korogwe District Council,Mazinde,13458,6375,7083
TANGA,Korogwe District Council,Mkomazi,12446,6281,6165
TANGA,Korogwe District Council,Mswaha,14331,7092,7239
TANGA,Korogwe District Council,Magamba Kwalukonge,7108,3427,3681
TANGA,Korogwe District Council,Mkumbara,11845,5728,6117
TANGA,Korogwe District Council,Magila Gereza,6674,3186,3488
TANGA,Korogwe District Council,Vugiri,8465,4161,4304
TANGA,Korogwe District Council,Dindira,7848,3752,4096
TANGA,Korogwe District Council,Bungu,6995,3390,3605
TANGA,Korogwe District Council,Lutindi,3084,1596,1488
TANGA,Korogwe District Council,Kwashemshi,9064,4452,4612
TANGA,Korogwe District Council,Mpale,9166,4561,4605
TANGA,Korogwe District Council,Mgwashi,4231,2037,2194
TANGA,Korogwe District Council,Mlungui,5887,2912,2975
TANGA,Korogwe District Council,Lewa,4788,2323,2465
TANGA,Korogwe District Council,Mashewa,10366,5044,5322
TANGA,Korogwe District Council,Kizara,8583,4210,4373
TANGA,Korogwe District Council,Magoma,13564,6593,6971
TANGA,Korogwe District Council,Kerenge,9273,4608,4665
TANGA,Korogwe District Council,Kalalani,3654,2167,1487
TANGA,Korogwe District Council,Foroforo,7032,3518,3514
TANGA,Korogwe District Council,Makumba,6108,2993,3115
TANGA,Korogwe District Council,Kwagunda,9684,4796,4888
TANGA,Korogwe District Council,Mnyuzi,5822,2852,2970
TANGA,Korogwe District Council,Hale,16662,8034,8628
TANGA,Korogwe Town Council,Mgombezi,4884,2509,2375
TANGA,Korogwe Town Council,Mtonga,16300,7711,8589
TANGA,Korogwe Town Council,Magunga,8848,4289,4559
TANGA,Korogwe Town Council,Kwamndolwa,5354,2500,2854
TANGA,Korogwe Town Council,Old Korogwe,8126,3954,4172
TANGA,Korogwe Town Council,Manundu,13271,6295,6976
TANGA,Korogwe Town Council,Kilole,6375,3120,3255
TANGA,Korogwe Town Council,Kwamsisi,6155,3035,3120
TANGA,Korogwe Town Council,Masuguru,3885,1848,2037
TANGA,Korogwe Town Council,Majengo,5408,2601,2807
TANGA,Korogwe Town Council,Bagamoyo,7945,3746,4199
TANGA,Muheza District Council,Misozwe,4252,2192,2060
TANGA,Muheza District Council,Pande Darajani,4235,2209,2026
TANGA,Muheza District Council,Ngomeni,11148,5505,5643
TANGA,Muheza District Council,Kigombe,8536,4309,4227
TANGA,Muheza District Council,Lusanga,8654,4202,4452
TANGA,Muheza District Council,Kicheba,6037,2980,3057
TANGA,Muheza District Council,Mpapayu,3167,1622,1545
TANGA,Muheza District Council,Mlingano,8763,4339,4424
TANGA,Muheza District Council,Kwemingoji,2905,1519,1386
TANGA,Muheza District Council,Magoroto,6658,3381,3277
TANGA,Muheza District Council,Magila,6163,2978,3185
TANGA,Muheza District Council,Mbaramo,6251,2999,3252
TANGA,Muheza District Council,Majengo,8285,3894,4391
TANGA,Muheza District Council,Masuguru,4754,2152,2602
TANGA,Muheza District Council,Tingeni,3233,1627,1606
TANGA,Muheza District Council,Kilulu,10798,5199,5599
TANGA,Muheza District Council,Mkuzi,8785,4332,4453
TANGA,Muheza District Council,Mtindiro,6034,3082,2952
TANGA,Muheza District Council,Kwakifua,3144,1557,1587
TANGA,Muheza District Council,Kwemkabala,13177,6266,6911
TANGA,Muheza District Council,Genge,8385,3884,4501
TANGA,Muheza District Council,Tanganyika,3334,1621,1713
TANGA,Muheza District Council,Kwabada,5554,2902,2652
TANGA,Muheza District Council,Kwafungo,8248,4309,3939
TANGA,Muheza District Council,Songa,5941,3054,2887
TANGA,Muheza District Council,Bwembwera,5635,2949,2686
TANGA,Muheza District Council,Potwe,5874,2959,2915
TANGA,Muheza District Council,Nkumba,6960,3489,3471
TANGA,Muheza District Council,Tongwe,7087,3604,3483
TANGA,Muheza District Council,Mhamba,3557,1882,1675
TANGA,Muheza District Council,Makole,6536,3230,3306
TANGA,Muheza District Council,Kisiwani,6624,3319,3305
TANGA,Muheza District Council,Misalai,6741,3313,3428
TANGA,Muheza District Council,Zirai,5144,2605,2539
TANGA,Muheza District Council,Mbomole,5786,2900,2886
TANGA,Muheza District Council,Amani,6148,3155,2993
TANGA,Muheza District Council,Kwezitu,5727,2964,2763
TANGA,Tanga City Council,Nguvumali,17249,8675,8574
TANGA,Tanga City Council,Chumbageni,14326,6990,7336
TANGA,Tanga City Council,Mzizima,17561,8834,8727
TANGA,Tanga City Council,Mabokweni,6276,3084,3192
TANGA,Tanga City Council,Kiomoni,10151,5500,4651
TANGA,Tanga City Council,Chongoleani,5882,3000,2882
TANGA,Tanga City Council,Central,5462,2781,2681
TANGA,Tanga City Council,Ngamiani Kaskazini,3326,1590,1736
TANGA,Tanga City Council,Usagara,10317,5059,5258
TANGA,Tanga City Council,Makorora,18630,8892,9738
TANGA,Tanga City Council,Mzingani,15621,7453,8168
TANGA,Tanga City Council,Mnyanjani,21940,10628,11312
TANGA,Tanga City Council,Majengo,7290,3490,3800
TANGA,Tanga City Council,Ngamiani Kati,4200,2112,2088
TANGA,Tanga City Council,Ngamiani Kusini,7637,3838,3799
TANGA,Tanga City Council,Msambweni,10774,5196,5578
TANGA,Tanga City Council,Mwanzange,8386,4048,4338
TANGA,Tanga City Council,Mabawa,26978,12700,14278
TANGA,Tanga City Council,Magaoni,21746,10422,11324
TANGA,Tanga City Council,Tangasisi,28434,13442,14992
TANGA,Tanga City Council,Tongoni,6103,3074,3029
TANGA,Tanga City Council,Marungu,3612,1899,1713
TANGA,Tanga City Council,Pongwe,23466,11118,12348
TANGA,Tanga City Council,Maweni,40742,20734,20008
TANGA,Tanga City Council,Duga,24545,11888,12657
TANGA,Tanga City Council,Kirare,4933,2486,2447
TANGA,Tanga City Council,Masiwani,27842,13261,14581
TANGA,Pangani District Council,Madanga,3705,1832,1873
TANGA,Pangani District Council,Kimang'a,4739,2348,2391
TANGA,Pangani District Council,Bushiri,4127,2135,1992
TANGA,Pangani District Council,Masaika,5046,2743,2303
TANGA,Pangani District Council,Pangani Mashariki,4157,1911,2246
TANGA,Pangani District Council,Pangani Magharibi,8179,3959,4220
TANGA,Pangani District Council,Bweni,1493,723,770
TANGA,Pangani District Council,Mwera,6059,2963,3096
TANGA,Pangani District Council,Tungamaa,3101,1587,1514
TANGA,Pangani District Council,Kipumbwi,12268,6296,5972
TANGA,Pangani District Council,Mikinguni,5963,3034,2929
TANGA,Pangani District Council,Ubangaa,3261,1750,1511
TANGA,Pangani District Council,Mkwaja,6663,3502,3161
TANGA,Pangani District Council,Mkalamo,6881,3420,3461
TANGA,Handeni District Council,Sindeni,21828,10297,11531
TANGA,Handeni District Council,Misima,19779,9336,10443
TANGA,Handeni District Council,Kiva,10874,5357,5517
TANGA,Handeni District Council,Kwamatuku,16600,8388,8212
TANGA,Handeni District Council,Segera,28576,13970,14606
TANGA,Handeni District Council,Kwedizinga,8168,4080,4088
TANGA,Handeni District Council,Kwamgwe,10531,5450,5081
TANGA,Handeni District Council,Ndolwa,26886,13208,13678
TANGA,Handeni District Council,Kabuku,18346,9015,9331
TANGA,Handeni District Council,Mgambo,14821,8051,6770
TANGA,Handeni District Council,Komkonga,19222,9321,9901
TANGA,Handeni District Council,Kabuku Ndani,16575,8040,8535
TANGA,Handeni District Council,Mazingara,26832,13371,13461
TANGA,Handeni District Council,Mkata,40365,19887,20478
TANGA,Handeni District Council,Kitumbi,14381,7236,7145
TANGA,Handeni District Council,Kwamsisi,16801,8494,8307
TANGA,Handeni District Council,Kwasunga,11100,5512,5588
TANGA,Handeni District Council,Kwaluguru,13650,6623,7027
TANGA,Handeni District Council,Kang'ata,21696,11332,10364
TANGA,Handeni District Council,Kwankonje,12696,6223,6473
TANGA,Handeni District Council,Kwachaga,14626,7234,7392
TANGA,HANDENI TOWN COUNCIL,Malezi,10238,5137,5101
TANGA,HANDENI TOWN COUNCIL,Kwenjugo,11071,5372,5699
TANGA,HANDENI TOWN COUNCIL,Mabanda,10207,4856,5351
TANGA,HANDENI TOWN COUNCIL,Konje,4539,2275,2264
TANGA,HANDENI TOWN COUNCIL,Mlimani,7635,3729,3906
TANGA,HANDENI TOWN COUNCIL,Msasa,5258,2613,2645
TANGA,HANDENI TOWN COUNCIL,Kideleko,6037,3038,2999
TANGA,HANDENI TOWN COUNCIL,Kwamagome,15138,7511,7627
TANGA,HANDENI TOWN COUNCIL,Vibaoni,7563,3670,3893
TANGA,HANDENI TOWN COUNCIL,Chanika,14985,7045,7940
TANGA,HANDENI TOWN COUNCIL,Mdoe,11115,5242,5873
TANGA,HANDENI TOWN COUNCIL,Kwediyamba,5182,2598,2584
TANGA,Kilindi District Council,Mvungwe,17946,8722,9224
TANGA,Kilindi District Council,Kwediboma,26630,12895,13735
TANGA,Kilindi District Council,Saunyi,7545,3621,3924
TANGA,Kilindi District Council,Kisangasa,18415,9287,9128
TANGA,Kilindi District Council,Kibirashi,31251,15402,15849
TANGA,Kilindi District Council,Kilwa,8749,4485,4264
TANGA,Kilindi District Council,Mkindi,16986,8212,8774
TANGA,Kilindi District Council,Jaila,14485,7119,7366
TANGA,Kilindi District Council,Msanja,29475,14964,14511
TANGA,Kilindi District Council,Mabalanga,13508,6871,6637
TANGA,Kilindi District Council,Kimbe,27906,14166,13740
TANGA,Kilindi District Council,Kilindi,23903,12484,11419
TANGA,Kilindi District Council,Negero,24223,11881,12342
TANGA,Kilindi District Council,Lwande,14391,7360,7031
TANGA,Kilindi District Council,Kikunde,16621,8255,8366
TANGA,Kilindi District Council,Songe,20202,9790,10412
TANGA,Kilindi District Council,Pagwi,22651,11648,11003
TANGA,Kilindi District Council,Masagalu,16341,8191,8150
TANGA,Kilindi District Council,Tunguli,10902,5422,5480
TANGA,Kilindi District Council,Kwekivu,16879,8602,8277
TANGA,Kilindi District Council,Bokwa,19382,9164,10218
TANGA,Mkinga District Council,Mwakijembe,7708,3806,3902
TANGA,Mkinga District Council,Mkinga,5628,2708,2920
TANGA,Mkinga District Council,Duga,15934,7746,8188
TANGA,Mkinga District Council,Moa,7419,3780,3639
TANGA,Mkinga District Council,Manza,5483,2871,2612
TANGA,Mkinga District Council,Kwale,5988,2948,3040
TANGA,Mkinga District Council,Mtimbwani,4328,2103,2225
TANGA,Mkinga District Council,Doda,3398,1703,1695
TANGA,Mkinga District Council,Boma,2741,1286,1455
TANGA,Mkinga District Council,Parungu Kasera,5556,2798,2758
TANGA,Mkinga District Council,Mayomboni,5610,2860,2750
TANGA,Mkinga District Council,Sigaya,5002,2393,2609
TANGA,Mkinga District Council,Gombero,6292,3146,3146
TANGA,Mkinga District Council,Mhinduro,7354,3760,3594
TANGA,Mkinga District Council,Maramba,13434,6525,6909
TANGA,Mkinga District Council,Kigongoi Mashariki,4851,2501,2350
TANGA,Mkinga District Council,Daluni,7786,3932,3854
TANGA,Mkinga District Council,Bosha,7754,3932,3822
TANGA,Mkinga District Council,Mapatano,7387,3697,3690
TANGA,Mkinga District Council,Bwiti,10490,5209,5281
TANGA,Mkinga District Council,Mnyenzani,3738,1931,1807
TANGA,Mkinga District Council,Kigongoi Magharibi,2921,1413,1508
MOROGORO,KILOSA DISTRICT COUNCIL,Mabula,9597,4772,4825
MOROGORO,KILOSA DISTRICT COUNCIL,Maguha,10389,5294,5095
MOROGORO,KILOSA DISTRICT COUNCIL,Berega,13196,6520,6676
MOROGORO,KILOSA DISTRICT COUNCIL,Magubike,14945,7436,7509
MOROGORO,KILOSA DISTRICT COUNCIL,Mamboya,15590,7956,7634
MOROGORO,KILOSA DISTRICT COUNCIL,Dumila,47237,22815,24422
MOROGORO,KILOSA DISTRICT COUNCIL,Magole,11752,5734,6018
MOROGORO,KILOSA DISTRICT COUNCIL,Msowero,30647,15735,14912
MOROGORO,KILOSA DISTRICT COUNCIL,Kitete,13229,6573,6656
MOROGORO,KILOSA DISTRICT COUNCIL,Mbigiri,13671,7063,6608
MOROGORO,KILOSA DISTRICT COUNCIL,Mtumbatu,24369,11913,12456
MOROGORO,KILOSA DISTRICT COUNCIL,Mvumi,23895,12136,11759
MOROGORO,KILOSA DISTRICT COUNCIL,Rudewa,26169,13198,12971
MOROGORO,KILOSA DISTRICT COUNCIL,14' Chanzuru,14084,7022,7062
MOROGORO,KILOSA DISTRICT COUNCIL,Kimamba A,8025,3903,4122
MOROGORO,KILOSA DISTRICT COUNCIL,Kimamba B,7875,3879,3996
